ticker,name,price,close_raw,sector,industry,change_pct,rec_score,mfc_score,held_percent_insiders,low_float,short_squeeze,ai_momentum,rsi,phase,mfc_breakdown,short_interest_adj,short_interest_change,short_interest_ratio,rating,advice_short,stoch_golden,obv_trend,bollinger,ma_alignment,deviation_pct,scalping_bonus,adl_trend,adl_val,eps_growth,revenue_growth,gross_margin,operating_margin,free_cashflow,tags,factors,audit_info,ai_prediction,actionScore,recommendation,predictedResult,ai_confidence,gap_pct,volume_surge,volume_surge_projected,near_52w_high,premarket_active
138040.KS,Meritz Financial,"124,700원",124700.0,Financial Services,Capital Markets,0.97,69.2,72.2,0.58824,False,False,False,59.4,Markup,"{'trend': 65.0, 'momentum': 74.8, 'flow': 97.0, 'volatility': 73, 'structure': 80.0, 'momentum_quality': 63.3, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,상승,상단,혼합,4.0,0.0,상승,-3821186.7491915016,0.094,0.513,0.0,0.50723,,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '🔥 Accumulation Confluence (CMF+ADL)', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '🚀 매출 고성장', 'cls': 'positive'}]","{'mfc': 72, 'wyckoff': 80, 'stochastic': 48.179692329302206, 'obv': 75, 'bollinger': 0, 'momentum_quality': 63.3, 'regime_score': 50, 'rr_score': 55.6, 'base_tech': np.float64(63.9)}","{'base_tech_score': np.float64(63.9), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 0.0, 'fund_penalty': -10.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",N/A,,,,,1.13,0.57,0.64,False,False
068270.KS,Celltrion,"211,000원",211000.0,Healthcare,Biotechnology,4.98,68.6,72.4,0.36183998,False,False,False,74.8,Markup,"{'trend': 73.0, 'momentum': 85.8, 'flow': 93.0, 'volatility': 33, 'structure': 80.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),True,상승,상단 돌파,혼합,15.1,10.0,상승,-5821078.120698014,2.185,0.36,0.60687,0.28111,20776984576.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📈 EPS 반등/턴어라운드', 'cls': 'positive'}, {'text': '🚀 매출 고성장', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 72, 'wyckoff': 80, 'stochastic': 53.400415589889434, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 53.6, 'base_tech': np.float64(70.1)}","{'base_tech_score': np.float64(70.1), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 10.0, 'fund_penalty': -25.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,68.6,BUY,+0.00%,0.5,5.22,1.04,1.18,False,False
298040.KS,HYOSUNG HEAVY,"2,841,000원",2841000.0,Industrials,Electrical Equipment & Parts,-3.17,68.4,56.1,0.43991002,True,False,False,51.2,Accumulation,"{'trend': 60.0, 'momentum': 78.5, 'flow': 40.0, 'volatility': 3, 'structure': 75.0, 'momentum_quality': 74.3, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),True,상승,상단,골든크로스 진행,8.4,5.0,하락,-587559.6135851848,-0.146,0.262,0.21256,0.09866,762905362432.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '💎 품절주 (Low Float)', 'cls': 'positive'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '🚀 매출 고성장', 'cls': 'positive'}]","{'mfc': 56, 'wyckoff': 100, 'stochastic': 54.00184282082975, 'obv': 75, 'bollinger': 0, 'momentum_quality': 74.3, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(64.3)}","{'base_tech_score': np.float64(64.3), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': -10.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",N/A,,,,,-3.1,0.48,0.54,False,False
005490.KS,POSCO Holdings,"327,500원",327500.0,Basic Materials,Steel,-2.53,67.3,70.0,3.0000001e-05,False,False,False,53.0,Markup,"{'trend': 63.0, 'momentum': 78.4, 'flow': 92.0, 'volatility': 53, 'structure': 80.0, 'momentum_quality': 82.6, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),True,상승,상단,골든크로스 진행,5.0,5.0,상승,-2031541.2842432852,2.856,0.097,0.07862,0.042529996,,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '🔥 Accumulation Confluence (CMF+ADL)', 'cls': 'positive'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📈 EPS 반등/턴어라운드', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 70, 'wyckoff': 80, 'stochastic': 52.1505376344086, 'obv': 75, 'bollinger': 0, 'momentum_quality': 82.6, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(66.5)}","{'base_tech_score': np.float64(66.5), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 10, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': -15.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,67.3,BUY,+0.00%,0.5,-2.68,0.36,0.41,False,False
207940.KS,SAMSUNG BIOLOGICS,"1,609,000원",1609000.0,Healthcare,Biotechnology,2.55,67.2,69.8,0.74373,False,False,False,64.5,Markup,"{'trend': 65.0, 'momentum': 87.2, 'flow': 97.0, 'volatility': 33, 'structure': 80.0, 'momentum_quality': 74.4, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),True,상승,상단,혼합,9.5,10.0,상승,-611003.6769523243,0.249,0.258,0.54861,0.46196997,1116873818112.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '🔥 Accumulation Confluence (CMF+ADL)', 'cls': 'positive'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '🚀 매출 고성장', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 70, 'wyckoff': 80, 'stochastic': 70.72141736863045, 'obv': 75, 'bollinger': 0, 'momentum_quality': 74.4, 'regime_score': 50, 'rr_score': 47.2, 'base_tech': np.float64(67.5)}","{'base_tech_score': np.float64(67.5), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 10.0, 'fund_penalty': -15.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,67.2,BUY,+0.00%,0.5,2.68,0.78,0.88,False,False
066570.KS,LGELECTRONICS,"182,600원",182600.0,Technology,Consumer Electronics,-3.89,67.2,68.2,0.35312998,False,False,False,51.0,Markup,"{'trend': 60.0, 'momentum': 88.1, 'flow': 89.0, 'volatility': 23, 'structure': 80.0, 'momentum_quality': 79.0, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),True,상승,상단,골든크로스 진행,5.4,5.0,상승,5066599.6612598365,0.021,0.043,0.23743,0.070539996,2337128579072.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 68, 'wyckoff': 80, 'stochastic': 66.69020051447913, 'obv': 75, 'bollinger': 0, 'momentum_quality': 79.0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(67.1)}","{'base_tech_score': np.float64(67.1), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': 0.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,67.2,BUY,+0.00%,0.5,-3.84,0.23,0.26,False,False
006400.KS,"SAMSUNG SDI CO.,LTD.","462,000원",462000.0,Industrials,Electrical Equipment & Parts,-4.05,67.1,65.1,0.22959,False,False,False,53.9,Markup,"{'trend': 68.0, 'momentum': 89.5, 'flow': 77.0, 'volatility': 3, 'structure': 80.0, 'momentum_quality': 92.4, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),True,상승,상단,골든크로스 진행,9.4,5.0,상승,-425714.7463261831,1.048,0.186,0.17543,0.054130003,,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📈 EPS 반등/턴어라운드', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 65, 'wyckoff': 80, 'stochastic': 66.79374189334351, 'obv': 75, 'bollinger': 0, 'momentum_quality': 92.4, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(68.1)}","{'base_tech_score': np.float64(68.1), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': -18.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,67.1,BUY,+0.00%,0.5,-3.95,0.48,0.54,False,False
316140.KS,WooriFinancialGroup,"34,100원",34100.0,Financial Services,Banks - Regional,2.25,66.7,64.2,0.0739,False,False,False,61.4,Markup,"{'trend': 73.0, 'momentum': 81.2, 'flow': 57.0, 'volatility': 33, 'structure': 65.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),False,상승,상단,혼합,6.2,10.0,하락,-40184215.0081001,0.074,0.378,0.0,0.42075002,,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '🚀 매출 고성장', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 64, 'wyckoff': 80, 'stochastic': 49.25553985965838, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 48.8, 'base_tech': np.float64(66.8)}","{'base_tech_score': np.float64(66.8), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 10.0, 'fund_penalty': -10.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,66.7,BUY,+0.00%,0.5,2.25,0.71,0.81,False,False
003670.KS,POSCO FUTURE M,"157,200원",157200.0,Industrials,Electrical Equipment & Parts,-5.02,66.7,63.6,0.63187003,False,False,False,52.5,Markup,"{'trend': 68.0, 'momentum': 87.9, 'flow': 57.0, 'volatility': 43, 'structure': 80.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),True,상승,상단,골든크로스 진행,9.4,5.0,하락,-3242131.3486586306,-0.946,-0.104,0.088290006,0.02337,-1490102517760.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '🚨 EPS 급락(-95%)', 'cls': 'negative'}, {'text': '⚠️ 매출 감소(-10%)', 'cls': 'negative'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 64, 'wyckoff': 80, 'stochastic': 51.08804772382445, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(66.8)}","{'base_tech_score': np.float64(66.8), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 10, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': 33.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,66.7,BUY,+0.00%,0.5,-4.95,0.74,0.83,False,False
034020.KS,Doosan Enerbility,"78,400원",78400.0,Industrials,Specialty Industrial Machinery,-1.88,66.3,61.6,0.30894,False,False,False,53.7,Markup,"{'trend': 55.0, 'momentum': 80.9, 'flow': 84.0, 'volatility': 3, 'structure': 80.0, 'momentum_quality': 94.7, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),True,상승,상단,골든크로스 진행,11.0,5.0,상승,-43529332.4685069,,0.137,0.16447,0.054640003,119446126592.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 62, 'wyckoff': 80, 'stochastic': 52.54120973589224, 'obv': 75, 'bollinger': 0, 'momentum_quality': 94.7, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(65.5)}","{'base_tech_score': np.float64(65.5), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 10, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': -3.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,66.3,BUY,+0.00%,0.5,-2.0,0.37,0.42,False,False
003550.KS,LG Corp.,"108,600원",108600.0,Technology,Consumer Electronics,0.93,62.7,71.5,0.43388,False,False,False,58.7,Markup,"{'trend': 68.0, 'momentum': 85.1, 'flow': 97.0, 'volatility': 33, 'structure': 80.0, 'momentum_quality': 84.0, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),True,상승,상단,골든크로스 진행,8.3,0.0,상승,3732859.10380636,-0.414,-0.07,0.15946001,0.22983,328094515200.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '🔥 Accumulation Confluence (CMF+ADL)', 'cls': 'positive'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '⚠️ EPS 감소(-41%)', 'cls': 'negative'}, {'text': '⚠️ 매출 감소(-7%)', 'cls': 'negative'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 72, 'wyckoff': 80, 'stochastic': 57.27026921879862, 'obv': 75, 'bollinger': 0, 'momentum_quality': 84.0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(67.9)}","{'base_tech_score': np.float64(67.9), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 0.0, 'fund_penalty': 20.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",+0.00%,62.7,BUY,+0.00%,0.5,1.02,0.23,0.26,False,False
105560.KS,KBFinancialGroup,"166,800원",166800.0,Financial Services,Banks - Regional,-2.85,61.1,63.0,0.026719999,False,False,False,47.9,Accumulation,"{'trend': 100, 'momentum': 49.1, 'flow': 37.0, 'volatility': 73, 'structure': 75.0, 'momentum_quality': 17.4, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),False,상승,하단,정배열,-2.4,5.0,하락,-21505416.62699323,0.17,0.185,0.0,0.58942,,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}]","{'mfc': 63, 'wyckoff': 100, 'stochastic': 45.572817556163336, 'obv': 75, 'bollinger': 100, 'momentum_quality': 17.4, 'regime_score': 50, 'rr_score': 93.5, 'base_tech': np.float64(65.1)}","{'base_tech_score': np.float64(65.1), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': -6, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': -8.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",N/A,,,,,-2.77,0.53,0.6,False,False
267250.KS,HD HYUNDAI,"227,000원",227000.0,Energy,Oil & Gas Refining & Marketing,0.44,60.9,67.3,0.37120998,False,False,False,57.9,Markup,"{'trend': 76.0, 'momentum': 80.7, 'flow': 72.0, 'volatility': 23, 'structure': 80.0, 'momentum_quality': 62.5, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),True,상승,상단,골든크로스 진행,9.0,0.0,상승,-1732262.500465661,2.564,0.147,0.1593,0.14466,2783919472640.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📈 EPS 반등/턴어라운드', 'cls': 'positive'}]","{'mfc': 67, 'wyckoff': 80, 'stochastic': 61.17026117026118, 'obv': 75, 'bollinger': 0, 'momentum_quality': 62.5, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(63.7)}","{'base_tech_score': np.float64(63.7), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 10, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 0.0, 'fund_penalty': -18.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",N/A,,,,,0.22,0.39,0.45,False,False
042660.KS,Hanwha Ocean,"89,500원",89500.0,Industrials,Aerospace & Defense,-5.19,57.3,59.4,0.38009,False,False,False,49.2,Accumulation,"{'trend': 55.0, 'momentum': 69.5, 'flow': 57.0, 'volatility': 43, 'structure': 75.0, 'momentum_quality': 55.8, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (하방 경계 - 바닥 탐색 진행 중),False,하락,상단,골든크로스 진행,4.8,5.0,상승,-35380602.66924439,1.318,0.021,0.15908,0.13741,-49345204224.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '🔥 Accumulation Confluence (CMF+ADL)', 'cls': 'positive'}, {'text': '📈 EPS 반등/턴어라운드', 'cls': 'positive'}]","{'mfc': 59, 'wyckoff': 100, 'stochastic': 43.54178837451222, 'obv': 25, 'bollinger': 0, 'momentum_quality': 55.8, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(55.4)}","{'base_tech_score': np.float64(55.4), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 10, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': -10.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",N/A,,,,,-5.19,0.5,0.56,False,False
047810.KS,KOREA AEROSPACE,"135,800원",135800.0,Industrials,Aerospace & Defense,-11.88,55.5,56.7,0.37561,False,False,False,45.6,Accumulation,"{'trend': 55.0, 'momentum': 61.1, 'flow': 83.0, 'volatility': 23, 'structure': 75.0, 'momentum_quality': 6.8, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (하방 경계 - 바닥 탐색 진행 중),False,상승,하단,골든크로스 진행,-4.8,5.0,상승,-8769288.707253965,0.397,0.563,0.14119,0.06145,-1364682997760.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '🚀 매출 고성장', 'cls': 'positive'}]","{'mfc': 57, 'wyckoff': 100, 'stochastic': 39.374620522161514, 'obv': 75, 'bollinger': 100, 'momentum_quality': 6.8, 'regime_score': 50, 'rr_score': 94.4, 'base_tech': np.float64(60.6)}","{'base_tech_score': np.float64(60.6), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 10, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 5.0, 'fund_penalty': -10.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",N/A,,,,,-11.88,1.03,1.17,False,False
012330.KS,Mobis,"497,500원",497500.0,Consumer Cyclical,Auto Parts,-1.49,54.9,64.9,0.34228,False,False,False,50.6,Accumulation,"{'trend': 60.0, 'momentum': 76.7, 'flow': 72.0, 'volatility': 43, 'structure': 75.0, 'momentum_quality': 67.3, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),True,상승,상단,골든크로스 진행,3.2,0.0,상승,-1912343.1887532028,-0.145,0.055,0.14399,0.05158,1503803867136.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}]","{'mfc': 65, 'wyckoff': 100, 'stochastic': 52.183589497728065, 'obv': 75, 'bollinger': 0, 'momentum_quality': 67.3, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(66.1)}","{'base_tech_score': np.float64(66.1), 'insider_bonus': 0.0, 'deviation_penalty': 0.0, 'blowoff_penalty': 0.0, 'short_excessive_penalty': 0.0, 'weekly_penalty': 0.0, 'resistance_penalty': 0.0, 'rr_penalty': 0.0, 'cmf_confluence_val': 0.0, 'penny_penalty': 0.0, 'penny_non_acc_penalty': 0.0, 'scalping_bonus': 0.0, 'fund_penalty': 0.0, 'macd_reversal_bonus': 0.0, 'sector_rs_bonus': 0.0, 'confluence_bonus': 0.0, 'short_squeeze_bonus': 0.0, 'ai_momentum_bonus': 0.0}",N/A,,,,,-1.39,0.19,0.22,False,False
