ticker,name,price,close_raw,change_pct,rec_score,mfc_score,low_float,short_squeeze,ai_momentum,rsi,phase,mfc_breakdown,short_interest_adj,short_interest_change,short_interest_ratio,rating,advice_short,stoch_golden,obv_trend,bollinger,ma_alignment,deviation_pct,scalping_bonus,adl_trend,adl_val,eps_growth,revenue_growth,gross_margin,operating_margin,free_cashflow,tags,factors,ai_prediction,ai_confidence,gap_pct,volume_surge,volume_surge_projected,near_52w_high,premarket_active
009150.KS,삼성전기,"1,061,000원",1061000.0,7.5,71.4,77.2,False,False,False,77.3,Markup,"{'trend': 100, 'momentum': 72.0, 'flow': 100, 'volatility': 23, 'structure': 80.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,상승,상단,정배열,17.2,10.0,상승,14508745.961028751,0.069,0.164,0.20128,0.08253,-1814668544.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '⚡ 갭업 +7.5%', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 77, 'wyckoff': 80, 'stochastic': 47.367512633867186, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 74.8, 'base_tech': np.float64(71.1)}",+0.00%,0.5,0,0,0,False,False
028260.KS,삼성물산,"370,500원",370500.0,-2.63,65.8,67.3,False,False,False,52.7,Accumulation,"{'trend': 100, 'momentum': 54.7, 'flow': 57.0, 'volatility': 23, 'structure': 75.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),False,하락,상단,정배열,1.6,5.0,상승,6545793.918819782,0.649,0.084,0.18868999,0.074939996,-47558209536.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '🔻 갭다운 -2.6% (반등?)', 'cls': 'neutral'}, {'text': '⚠️ MACD 하향', 'cls': 'negative'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 67, 'wyckoff': 100, 'stochastic': 32.865338164251185, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 93.4, 'base_tech': np.float64(63.5)}",+0.00%,0.5,0,0,0,False,False
012450.KS,한화에어로스페이스,"1,249,000원",1249000.0,-2.88,63.9,48.8,False,False,False,39.6,Accumulation,"{'trend': 48.0, 'momentum': 46.1, 'flow': 43.0, 'volatility': 38, 'structure': 80.0, 'momentum_quality': 3.5, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (하방 경계 - 바닥 탐색 진행 중),True,상승,하단,혼합,-7.7,5.0,하락,-683487.6568213728,-0.657,0.745,0.20352,0.095249996,1041567449088.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '🔻 갭다운 -2.9% (반등?)', 'cls': 'neutral'}, {'text': '🚨 EPS 급락(-66%)', 'cls': 'negative'}, {'text': '🚀 매출 고성장', 'cls': 'positive'}, {'text': '🎯 시그널 컨플루언스 (3)', 'cls': 'positive'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': 'RSI 상승 다이버전스', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 49, 'wyckoff': 100, 'stochastic': 61.736253127475564, 'obv': 75, 'bollinger': 100, 'momentum_quality': 3.5, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(60.0)}",+0.00%,0.5,0,0,0,False,False
329180.KS,HD현대중공업,"636,000원",636000.0,6.35,62.8,43.0,False,False,False,51.9,Distribution,"{'trend': 40.0, 'momentum': 49.2, 'flow': 43.0, 'volatility': 43, 'structure': 20.0, 'momentum_quality': 31.2, 'insider': 50.0}",2.0,,0.0,Underweight,매도 우위 (투매 경고 - 강한 하방 압력),False,하락,하단,데드크로스 진행,-3.7,10.0,하락,2660445.5253499732,0.335,0.296,0.16833,0.1106,2392049057792.0,"[{'text': '분산 경고', 'cls': 'negative'}, {'text': '⚡ 갭업 +6.4%', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 43, 'wyckoff': 30, 'stochastic': 46.228566902410606, 'obv': 25, 'bollinger': 100, 'momentum_quality': 31.2, 'regime_score': 50, 'rr_score': 81.2, 'base_tech': np.float64(41.7)}",+0.00%,0.5,0,0,0,False,False
005930.KS,삼성전자,"276,000원",276000.0,0.18,61.4,79.8,False,False,False,62.7,Markup,"{'trend': 100, 'momentum': 84.1, 'flow': 100, 'volatility': 23, 'structure': 65.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,상승,상단,정배열,9.1,0.0,상승,151543472.1587839,4.867,0.692,0.47678003,0.42751,67568203202560.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 80, 'wyckoff': 80, 'stochastic': 46.226892736417184, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 70.3, 'base_tech': np.float64(71.9)}",+0.00%,0.5,0,0,0,False,False
005380.KS,현대차,"592,000원",592000.0,-1.99,61.0,58.7,False,False,False,50.9,Accumulation,"{'trend': 100, 'momentum': 54.8, 'flow': 17.0, 'volatility': 23, 'structure': 75.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),False,하락,하단,정배열,-0.0,0.0,하락,-415522.97466416896,-0.261,0.034,0.17708,0.05475,,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '⚠️ EPS 감소(-26%)', 'cls': 'negative'}, {'text': '⚠️ MACD 하향', 'cls': 'negative'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 59, 'wyckoff': 100, 'stochastic': 7.300143737014665, 'obv': 25, 'bollinger': 100, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(65.4)}",+0.00%,0.5,0,0,0,False,False
000660.KS,SK하이닉스,"1,745,000원",1745000.0,0.0,60.3,66.0,False,False,False,64.9,Accumulation,"{'trend': 100, 'momentum': 83.1, 'flow': 35.0, 'volatility': 23, 'structure': 60.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),False,하락,상단,정배열,11.6,0.0,하락,6105059.020595351,3.976,1.981,0.59647,0.71535003,,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 66, 'wyckoff': 100, 'stochastic': 33.83543527831751, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 90.9, 'base_tech': np.float64(63.2)}",+0.00%,0.5,0,0,0,False,False
000270.KS,기아,"149,400원",149400.0,-3.55,59.4,48.0,False,False,False,41.7,Distribution,"{'trend': 98.0, 'momentum': 40.8, 'flow': 3.0, 'volatility': 38, 'structure': 30.0, 'momentum_quality': 29.0, 'insider': 50.0}",2.0,,0.0,Underweight,매도 우위 (투매 경고 - 강한 하방 압력),False,하락,하단,정배열,-7.1,5.0,하락,-219078.19039491366,-0.154,0.035,0.19638,0.065560006,1879376658432.0,"[{'text': '분산 경고', 'cls': 'negative'}, {'text': '🔻 갭다운 -3.6% (반등?)', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 48, 'wyckoff': 30, 'stochastic': 4.030133918969341, 'obv': 25, 'bollinger': 100, 'momentum_quality': 29.0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(38.0)}",+0.00%,0.5,0,0,0,False,False
402340.KS,SK스퀘어,"1,029,000원",1029000.0,0.88,59.2,62.3,False,False,False,60.8,Accumulation,"{'trend': 100, 'momentum': 57.7, 'flow': 35.0, 'volatility': 23, 'structure': 60.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),False,하락,상단,정배열,6.4,0.0,하락,6198319.9635689175,3.342,1.081,0.97103995,-0.11807,5771118510080.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 62, 'wyckoff': 100, 'stochastic': 28.629322894932177, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 87.4, 'base_tech': np.float64(61.2)}",+0.00%,0.5,0,0,0,False,False
034730.KS,SK,"526,000원",526000.0,1.35,58.9,76.0,False,False,False,64.5,Markup,"{'trend': 100, 'momentum': 66.9, 'flow': 100, 'volatility': 23, 'structure': 65.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),True,상승,상단,정배열,9.5,0.0,상승,173979.33884242637,,0.012,0.07779,0.00959,2687812239360.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}, {'text': 'OBV 상승', 'cls': 'positive'}]","{'mfc': 76, 'wyckoff': 80, 'stochastic': 50.90424372408705, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 76.2, 'base_tech': np.float64(71.1)}",N/A,,0,0,0,False,False
005935.KS,삼성전자우,"177,800원",177800.0,-1.66,58.4,70.2,False,False,False,56.3,Markup,"{'trend': 100, 'momentum': 57.2, 'flow': 63.0, 'volatility': 23, 'structure': 80.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,하락,상단,정배열,2.5,0.0,상승,89419810.24225046,4.867,0.692,0.47678003,0.42751,67568203202560.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 70, 'wyckoff': 80, 'stochastic': 37.98382588328689, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 70.4, 'base_tech': np.float64(61.5)}",+0.00%,0.5,0,0,0,False,False
032830.KS,삼성생명,"312,000원",312000.0,0.0,57.5,63.9,False,False,False,67.0,Markup,"{'trend': 100, 'momentum': 85.6, 'flow': 17.0, 'volatility': 23, 'structure': 65.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,하락,상단,정배열,10.5,0.0,하락,344806.6945669401,1.87,,0.58278,-0.83023,-1122392997888.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📈 EPS 반등/턴어라운드', 'cls': 'positive'}, {'text': '🔴 영업손실(-83%)', 'cls': 'negative'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 64, 'wyckoff': 80, 'stochastic': 43.425864969643726, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 71.5, 'base_tech': np.float64(60.0)}",+0.00%,0.5,0,0,0,False,False
034020.KS,두산에너빌리티,"101,300원",101300.0,-4.43,55.7,29.2,False,False,False,35.0,Markdown,"{'trend': 35.0, 'momentum': 33.3, 'flow': 17.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,데드크로스 진행,-16.8,5.0,하락,-9516357.17551902,,0.059,0.16082,0.03372,312401756160.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -4.4% (반등?)', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 29, 'wyckoff': 10, 'stochastic': 48.5495200134646, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(28.8)}",+0.00%,0.5,0,0,0,False,False
373220.KS,LG에너지솔루션,"384,500원",384500.0,-3.88,55.1,26.8,False,False,False,34.4,Markdown,"{'trend': 15.0, 'momentum': 28.8, 'flow': 29.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,데드크로스 진행,-15.4,5.0,하락,432572.3869627506,,,0.17883,0.19408001,-9645719552000.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -3.9% (반등?)', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 27, 'wyckoff': 10, 'stochastic': 42.31635484468865, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(27.3)}",+0.00%,0.5,0,0,0,False,False
105560.KS,KB금융,"151,700원",151700.0,-0.72,53.3,44.4,False,False,False,43.5,Markdown,"{'trend': 50.0, 'momentum': 41.9, 'flow': 31.0, 'volatility': 78, 'structure': 15.0, 'momentum_quality': 11.8, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (비중 축소 - 지지선 단기 이탈 및 추세 악화),False,하락,하단,데드크로스 진행,-3.1,0.0,상승,-12738669.594556432,0.115,0.152,,0.60714,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': 'Squeeze 대기', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 44, 'wyckoff': 10, 'stochastic': 34.85596707818928, 'obv': 25, 'bollinger': 100, 'momentum_quality': 11.8, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(34.3)}",+0.00%,0.5,0,0,0,False,False
066570.KS,LG전자,"181,000원",181000.0,-5.58,51.8,63.9,False,False,False,57.1,Markup,"{'trend': 100, 'momentum': 75.9, 'flow': 11.0, 'volatility': 23, 'structure': 80.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),False,하락,상단,정배열,11.6,5.0,하락,3200636.896176438,0.258,0.043,0.23743,0.070539996,,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '🔻 갭다운 -5.6% (반등?)', 'cls': 'neutral'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}]","{'mfc': 64, 'wyckoff': 80, 'stochastic': 10.64046952876513, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(56.0)}",N/A,,0,0,0,False,False
207940.KS,삼성바이오로직스,"1,337,000원",1337000.0,-0.67,51.0,28.1,False,False,False,26.8,Markdown,"{'trend': 5, 'momentum': 26.4, 'flow': 23.0, 'volatility': 48, 'structure': 20.0, 'momentum_quality': 21.8, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,역배열,-8.7,0.0,상승,-1281473.4233741171,,,0.55152,0.46221,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 28, 'wyckoff': 10, 'stochastic': 40.816524407351736, 'obv': 25, 'bollinger': 100, 'momentum_quality': 21.8, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(30.8)}",+0.00%,0.5,0,0,0,False,False
017670.KS,SK텔레콤,"98,100원",98100.0,0.41,46.5,60.8,False,False,False,53.8,Accumulation,"{'trend': 100, 'momentum': 54.9, 'flow': 3.0, 'volatility': 73, 'structure': 75.0, 'momentum_quality': 61.0, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (하방 경계 - 바닥 탐색 진행 중),False,하락,하단,정배열,-0.5,0.0,하락,17653803.792162564,-0.115,-0.014,0.70408994,0.1224,,"[{'text': '매집 구간', 'cls': 'positive'}]","{'mfc': 61, 'wyckoff': 100, 'stochastic': 30.92369477911646, 'obv': 25, 'bollinger': 100, 'momentum_quality': 61.0, 'regime_score': 50, 'rr_score': 88.2, 'base_tech': np.float64(63.1)}",N/A,,0,0,0,False,False
055550.KS,신한지주,"94,000원",94000.0,0.11,39.3,49.3,False,False,False,42.5,Markdown,"{'trend': 45.0, 'momentum': 42.5, 'flow': 71.0, 'volatility': 73, 'structure': 15.0, 'momentum_quality': 32.0, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (비중 축소 - 지지선 단기 이탈 및 추세 악화),False,상승,하단,데드크로스 진행,-3.5,0.0,상승,-5455725.951360889,0.09,0.066,,0.5145,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': 'OBV 상승', 'cls': 'positive'}]","{'mfc': 49, 'wyckoff': 10, 'stochastic': 47.915350833826025, 'obv': 75, 'bollinger': 100, 'momentum_quality': 32.0, 'regime_score': 50, 'rr_score': 87.1, 'base_tech': np.float64(46.6)}",N/A,,0,0,0,False,False
000810.KS,삼성화재,"543,000원",543000.0,-1.45,35.9,71.0,False,False,False,67.4,Markup,"{'trend': 80.0, 'momentum': 84.4, 'flow': 57.0, 'volatility': 53, 'structure': 65.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,상승,상단,혼합,9.6,0.0,하락,-342680.6331663603,0.133,0.049,0.20955,0.072270006,-4880330653696.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'OBV 상승', 'cls': 'positive'}, {'text': '⚠️ 장기 매물대(저항선) 충돌 위험', 'cls': 'negative'}]","{'mfc': 71, 'wyckoff': 80, 'stochastic': 34.60728598709718, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 99.6, 'base_tech': np.float64(67.4)}",N/A,,0,0,0,False,False
012330.KS,현대모비스,"535,000원",535000.0,1.9,32.2,63.6,False,False,False,56.1,Accumulation,"{'trend': 100, 'momentum': 84.0, 'flow': 3.0, 'volatility': 23, 'structure': 75.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Aggressive Buy,매수 우위 (분할 매수 - 바닥 확인 후 모멘텀 턴어라운드),False,하락,상단,정배열,7.1,0.0,하락,121877.5920269782,-0.403,0.047,0.14446999,0.06044,1096699871232.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '⚠️ EPS 감소(-40%)', 'cls': 'negative'}]","{'mfc': 64, 'wyckoff': 100, 'stochastic': 16.45193244971074, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 85.5, 'base_tech': np.float64(60.2)}",N/A,,0,0,0,False,False
010140.KS,삼성중공업,"27,650원",27650.0,-3.15,31.4,33.6,False,False,False,38.9,Markdown,"{'trend': 40.0, 'momentum': 35.1, 'flow': 17.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,데드크로스 진행,-12.8,5.0,하락,11541449.285849417,,0.051,0.12904,0.10438,1299047383040.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -3.2% (반등?)', 'cls': 'neutral'}]","{'mfc': 34, 'wyckoff': 10, 'stochastic': 49.92302694159546, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(30.6)}",N/A,,0,0,0,False,False
005490.KS,POSCO홀딩스,"417,000원",417000.0,-5.33,30.8,35.9,False,False,False,42.9,Markdown,"{'trend': 40.0, 'momentum': 35.4, 'flow': 35.0, 'volatility': 18, 'structure': 15.0, 'momentum_quality': 18.3, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-10.3,5.0,하락,55127.63328880217,0.546,0.025,0.07661,0.03949,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -5.3% (반등?)', 'cls': 'neutral'}]","{'mfc': 36, 'wyckoff': 10, 'stochastic': 13.848113982183762, 'obv': 25, 'bollinger': 100, 'momentum_quality': 18.3, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(29.8)}",N/A,,0,0,0,False,False
009540.KS,HD한국조선해양,"399,000원",399000.0,-0.25,30.4,37.5,False,False,False,39.0,Markdown,"{'trend': 28.0, 'momentum': 43.3, 'flow': 35.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 4.2, 'insider': 60.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),True,하락,하단,데드크로스 진행,-11.4,0.0,하락,1565008.0820739844,0.265,0.138,0.17766,0.12722999,2376388837376.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}]","{'mfc': 38, 'wyckoff': 10, 'stochastic': 53.322892528442196, 'obv': 25, 'bollinger': 100, 'momentum_quality': 4.2, 'regime_score': 50, 'rr_score': 98.0, 'base_tech': np.float64(33.0)}",N/A,,0,0,0,False,False
006800.KS,미래에셋증권,"62,000원",62000.0,-6.63,30.2,27.8,False,False,False,38.8,Markdown,"{'trend': 33.0, 'momentum': 37.7, 'flow': 5.0, 'volatility': 18, 'structure': 15.0, 'momentum_quality': 17.0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-12.8,5.0,하락,17621731.566365942,1.092,0.793,0.95739,0.33001,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -6.6% (반등?)', 'cls': 'neutral'}]","{'mfc': 28, 'wyckoff': 10, 'stochastic': 33.06425704949689, 'obv': 25, 'bollinger': 100, 'momentum_quality': 17.0, 'regime_score': 50, 'rr_score': 93.5, 'base_tech': np.float64(29.0)}",N/A,,0,0,0,False,False
010130.KS,고려아연,"1,314,000원",1314000.0,-4.02,29.9,29.0,True,False,False,29.8,Markdown,"{'trend': 40.0, 'momentum': 25.5, 'flow': 5.0, 'volatility': 38, 'structure': 20.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,혼합,-15.5,5.0,하락,25993.062633850983,,0.398,0.10849,0.08934,-1601723039744.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -4.0% (반등?)', 'cls': 'neutral'}, {'text': '💎 품절주 (Low Float)', 'cls': 'positive'}]","{'mfc': 29, 'wyckoff': 10, 'stochastic': 47.177600149727816, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(28.6)}",N/A,,0,0,0,False,False
316140.KS,우리금융지주,"30,100원",30100.0,-0.66,29.1,36.9,False,False,False,31.4,Markdown,"{'trend': 55.0, 'momentum': 29.8, 'flow': 17.0, 'volatility': 48, 'structure': 15.0, 'momentum_quality': 21.3, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,혼합,-7.8,0.0,상승,-24141168.505097944,-0.02,0.059,,0.31714,,"[{'text': '하락 추세', 'cls': 'negative'}]","{'mfc': 37, 'wyckoff': 10, 'stochastic': 41.244231907979554, 'obv': 25, 'bollinger': 100, 'momentum_quality': 21.3, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(33.9)}",N/A,,0,0,0,False,False
267260.KS,HD현대일렉트릭,"1,066,000원",1066000.0,-2.65,29.0,30.1,False,False,False,39.3,Markdown,"{'trend': 40.0, 'momentum': 36.2, 'flow': 17.0, 'volatility': 18, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-14.0,5.0,하락,-849093.3356185536,0.896,0.426,0.34030998,0.2759,679459684352.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -2.6% (반등?)', 'cls': 'neutral'}]","{'mfc': 30, 'wyckoff': 10, 'stochastic': 34.501058788762656, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(27.5)}",N/A,,0,0,0,False,False
000150.KS,두산,"1,478,000원",1478000.0,-1.47,28.0,35.7,False,False,False,46.2,Markdown,"{'trend': 40.0, 'momentum': 41.1, 'flow': 23.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 30.3, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-8.1,0.0,하락,157285.15114678047,,0.094,0.1719,0.039920002,301844365312.0,"[{'text': '하락 추세', 'cls': 'negative'}]","{'mfc': 36, 'wyckoff': 10, 'stochastic': 22.636676496654825, 'obv': 25, 'bollinger': 100, 'momentum_quality': 30.3, 'regime_score': 50, 'rr_score': 99.1, 'base_tech': np.float64(32.6)}",N/A,,0,0,0,False,False
010120.KS,LS ELECTRIC,"238,500원",238500.0,-2.05,27.7,30.3,False,False,False,47.4,Markdown,"{'trend': 40.0, 'momentum': 42.1, 'flow': 17.0, 'volatility': 18, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-9.7,5.0,하락,-3733163.8563897894,0.33,0.121,0.21172,0.08438,8970531840.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -2.1% (반등?)', 'cls': 'neutral'}]","{'mfc': 30, 'wyckoff': 10, 'stochastic': 21.06652054071637, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(25.9)}",N/A,,0,0,0,False,False
