ticker,name,price,close_raw,change_pct,rec_score,mfc_score,low_float,short_squeeze,ai_momentum,rsi,phase,mfc_breakdown,short_interest_adj,short_interest_change,short_interest_ratio,rating,advice_short,stoch_golden,obv_trend,bollinger,ma_alignment,deviation_pct,scalping_bonus,eps_growth,revenue_growth,gross_margin,operating_margin,free_cashflow,tags,factors,ai_prediction,ai_confidence,gap_pct,volume_surge,near_52w_high,premarket_active
066570.KS,LG전자,"191,700원",191700.0,-11.66,59.3,72.1,False,False,False,61.4,Markup,"{'trend': 100, 'momentum': 78.4, 'flow': 66.0, 'volatility': 23, 'structure': 65.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,상승,상단,정배열,20.3,5.0,0.258,0.043,0.23743,0.070539996,,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '🔻 갭다운 -11.7% (반등?)', 'cls': 'neutral'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'OBV 상승', 'cls': 'positive'}]","{'mfc': 72, 'wyckoff': 80, 'stochastic': 14.292116800909952, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(65.4)}",N/A,,0,0,False,False
329180.KS,HD현대중공업,"598,000원",598000.0,-2.76,56.6,39.7,False,False,False,46.0,Distribution,"{'trend': 40.0, 'momentum': 38.3, 'flow': 47.0, 'volatility': 38, 'structure': 20.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Underweight,매도 우위 (투매 경고 - 강한 하방 압력),False,하락,하단,데드크로스 진행,-8.7,5.0,0.335,0.296,0.16833,0.1106,2392049057792.0,"[{'text': '분산 경고', 'cls': 'negative'}, {'text': '🔻 갭다운 -2.8% (반등?)', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 40, 'wyckoff': 30, 'stochastic': 3.664635811471811, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 94.6, 'base_tech': np.float64(30.7)}",+0.00%,0.5,0,0,False,False
017670.KS,SK텔레콤,"97,700원",97700.0,-2.79,56.4,60.8,False,False,False,53.2,Accumulation,"{'trend': 100, 'momentum': 53.6, 'flow': 7.0, 'volatility': 73, 'structure': 75.0, 'momentum_quality': 57.3, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (하방 경계 - 바닥 탐색 진행 중),False,하락,하단,정배열,-0.9,5.0,-0.115,-0.014,0.70408994,0.1224,,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '🔻 갭다운 -2.8% (반등?)', 'cls': 'neutral'}]","{'mfc': 61, 'wyckoff': 100, 'stochastic': 24.39759036144574, 'obv': 25, 'bollinger': 100, 'momentum_quality': 57.3, 'regime_score': 50, 'rr_score': 91.9, 'base_tech': np.float64(61.8)}",N/A,,0,0,False,False
034020.KS,두산에너빌리티,"106,000원",106000.0,-5.44,56.3,32.7,False,False,False,38.6,Markdown,"{'trend': 40.0, 'momentum': 37.1, 'flow': 27.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-13.3,5.0,,0.059,0.16082,0.03372,312401756160.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -5.4% (반등?)', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 33, 'wyckoff': 10, 'stochastic': 49.77797632462946, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(30.2)}",+0.00%,0.5,0,0,False,False
207940.KS,삼성바이오로직스,"1,346,000원",1346000.0,-2.89,55.5,25.2,False,False,False,27.6,Markdown,"{'trend': 5, 'momentum': 27.1, 'flow': 7.0, 'volatility': 58, 'structure': 20.0, 'momentum_quality': 23.9, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,역배열,-9.0,5.0,,,0.55152,0.46221,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -2.9% (반등?)', 'cls': 'neutral'}, {'text': '⚠️ 주봉 역배열(하락추세)', 'cls': 'negative'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 25, 'wyckoff': 10, 'stochastic': 40.55934325815082, 'obv': 25, 'bollinger': 100, 'momentum_quality': 23.9, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(30.1)}",+0.00%,0.5,0,0,False,False
000810.KS,삼성화재,"551,000원",551000.0,-0.54,53.6,78.1,False,False,False,71.7,Markup,"{'trend': 100, 'momentum': 76.1, 'flow': 73.0, 'volatility': 53, 'structure': 80.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Tactical Overweight,매수 우위 (강력 매수 - 다중지표 강세 컨플루언스 확인),False,상승,상단,정배열,12.0,0.0,0.133,0.049,0.20955,0.072270006,-4880330653696.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}, {'text': 'OBV 상승', 'cls': 'positive'}]","{'mfc': 78, 'wyckoff': 80, 'stochastic': 41.63847687216624, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 99.0, 'base_tech': np.float64(70.7)}",N/A,,0,0,False,False
105560.KS,KB금융,"152,800원",152800.0,-0.13,53.4,42.8,False,False,False,45.3,Markdown,"{'trend': 50.0, 'momentum': 45.6, 'flow': 15.0, 'volatility': 83, 'structure': 15.0, 'momentum_quality': 14.2, 'insider': 50.0}",2.0,,0.0,Tactical Hold,매도 우위 (비중 축소 - 지지선 단기 이탈 및 추세 악화),False,하락,하단,데드크로스 진행,-2.7,0.0,0.115,0.152,,0.60714,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': 'Squeeze 대기', 'cls': 'neutral'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 43, 'wyckoff': 10, 'stochastic': 45.932908990551425, 'obv': 25, 'bollinger': 100, 'momentum_quality': 14.2, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(35.4)}",+0.00%,0.5,0,0,False,False
005490.KS,POSCO홀딩스,"440,500원",440500.0,-4.86,52.6,58.3,False,False,False,48.7,Accumulation,"{'trend': 100, 'momentum': 43.2, 'flow': 39.0, 'volatility': 18, 'structure': 75.0, 'momentum_quality': 36.6, 'insider': 50.0}",2.0,,0.0,Tactical Hold,"중립 대기 (방향성 탐색 중, 뚜렷한 주도력 부재)",False,하락,하단,정배열,-4.9,5.0,0.546,0.025,0.07661,0.03949,,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '🔻 갭다운 -4.9% (반등?)', 'cls': 'neutral'}]","{'mfc': 58, 'wyckoff': 100, 'stochastic': 17.401095762438146, 'obv': 25, 'bollinger': 100, 'momentum_quality': 36.6, 'regime_score': 50, 'rr_score': 96.0, 'base_tech': np.float64(57.0)}",N/A,,0,0,False,False
034730.KS,SK,"519,000원",519000.0,-2.08,51.5,63.8,False,False,False,63.4,Markup,"{'trend': 100, 'momentum': 60.4, 'flow': 39.0, 'volatility': 23, 'structure': 65.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),False,하락,상단,정배열,9.7,5.0,,0.012,0.07779,0.00959,2687812239360.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '🔻 갭다운 -2.1% (반등?)', 'cls': 'neutral'}, {'text': '⚠️ MACD 하향', 'cls': 'negative'}, {'text': '📊 VWAP 상회 주의', 'cls': 'neutral'}]","{'mfc': 64, 'wyckoff': 80, 'stochastic': 38.305311910691096, 'obv': 25, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 79.5, 'base_tech': np.float64(59.3)}",N/A,,0,0,False,False
373220.KS,LG에너지솔루션,"400,000원",400000.0,-1.96,51.2,32.9,False,False,False,37.8,Markdown,"{'trend': 28.0, 'momentum': 32.7, 'flow': 39.0, 'volatility': 48, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,데드크로스 진행,-12.4,0.0,,,0.17883,0.19408001,-9645719552000.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '📉 AI 예상: +0.0%', 'cls': 'negative'}]","{'mfc': 33, 'wyckoff': 10, 'stochastic': 43.82517089523145, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(29.6)}",+0.00%,0.5,0,0,False,False
000150.KS,두산,"1,500,000원",1500000.0,-5.84,48.8,54.3,False,False,False,47.9,Accumulation,"{'trend': 100, 'momentum': 42.2, 'flow': 33.0, 'volatility': 18, 'structure': 75.0, 'momentum_quality': 19.4, 'insider': 50.0}",2.0,,0.0,Tactical Hold,"중립 대기 (방향성 탐색 중, 뚜렷한 주도력 부재)",False,하락,하단,정배열,-6.5,5.0,,0.094,0.1719,0.039920002,301844365312.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '🔻 갭다운 -5.8% (반등?)', 'cls': 'neutral'}]","{'mfc': 54, 'wyckoff': 100, 'stochastic': 11.252422323133338, 'obv': 25, 'bollinger': 100, 'momentum_quality': 19.4, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(52.3)}",N/A,,0,0,False,False
012330.KS,현대모비스,"525,000원",525000.0,-8.06,47.1,71.5,False,False,False,54.7,Markup,"{'trend': 100, 'momentum': 75.4, 'flow': 53.0, 'volatility': 23, 'structure': 80.0, 'momentum_quality': 100, 'insider': 50.0}",2.0,,0.0,Core Holding,매수 우위 (안정적 상승 추세 안착),False,상승,상단,정배열,6.4,5.0,-0.403,0.047,0.14446999,0.06044,1096699871232.0,"[{'text': '상승 추세', 'cls': 'positive'}, {'text': '🔻 갭다운 -8.1% (반등?)', 'cls': 'neutral'}, {'text': '⚠️ EPS 감소(-40%)', 'cls': 'negative'}, {'text': 'OBV 상승', 'cls': 'positive'}]","{'mfc': 72, 'wyckoff': 80, 'stochastic': 14.151166287828886, 'obv': 75, 'bollinger': 0, 'momentum_quality': 100, 'regime_score': 50, 'rr_score': 89.9, 'base_tech': np.float64(65.1)}",N/A,,0,0,False,False
010120.KS,LS ELECTRIC,"243,500원",243500.0,-3.94,45.7,51.6,False,False,False,49.3,Accumulation,"{'trend': 100, 'momentum': 44.2, 'flow': 27.0, 'volatility': 18, 'structure': 75.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Tactical Hold,"중립 대기 (방향성 탐색 중, 뚜렷한 주도력 부재)",False,하락,하단,정배열,-6.9,5.0,0.33,0.121,0.21172,0.08438,8970531840.0,"[{'text': '매집 구간', 'cls': 'positive'}, {'text': '🔻 갭다운 -3.9% (반등?)', 'cls': 'neutral'}]","{'mfc': 52, 'wyckoff': 100, 'stochastic': 10.884127202853946, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(48.4)}",N/A,,0,0,False,False
009540.KS,HD한국조선해양,"400,000원",400000.0,-2.44,34.0,37.5,False,False,False,39.2,Markdown,"{'trend': 28.0, 'momentum': 34.2, 'flow': 45.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 0, 'insider': 60.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,데드크로스 진행,-11.4,5.0,0.265,0.138,0.17766,0.12722999,2376388837376.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -2.4% (반등?)', 'cls': 'neutral'}]","{'mfc': 38, 'wyckoff': 10, 'stochastic': 44.38097371565114, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 98.1, 'base_tech': np.float64(31.3)}",N/A,,0,0,False,False
010140.KS,삼성중공업,"28,550원",28550.0,-3.38,33.4,37.5,False,False,False,41.8,Markdown,"{'trend': 40.0, 'momentum': 46.0, 'flow': 27.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 4.2, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),True,하락,하단,데드크로스 진행,-10.1,5.0,,0.051,0.12904,0.10438,1299047383040.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -3.4% (반등?)', 'cls': 'neutral'}, {'text': 'Stoch 골든크로스', 'cls': 'positive'}]","{'mfc': 38, 'wyckoff': 10, 'stochastic': 54.167811433607376, 'obv': 25, 'bollinger': 100, 'momentum_quality': 4.2, 'regime_score': 50, 'rr_score': 99.8, 'base_tech': np.float64(33.1)}",N/A,,0,0,False,False
006800.KS,미래에셋증권,"66,400원",66400.0,-5.82,33.3,34.4,False,False,False,43.9,Markdown,"{'trend': 40.0, 'momentum': 43.5, 'flow': 15.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 27.6, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-7.1,5.0,1.092,0.793,0.95739,0.33001,,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -5.8% (반등?)', 'cls': 'neutral'}]","{'mfc': 34, 'wyckoff': 10, 'stochastic': 32.92448292448291, 'obv': 25, 'bollinger': 100, 'momentum_quality': 27.6, 'regime_score': 50, 'rr_score': 87.1, 'base_tech': np.float64(32.9)}",N/A,,0,0,False,False
042660.KS,한화오션,"111,900원",111900.0,-3.37,31.6,35.3,False,False,False,31.3,Markdown,"{'trend': 55.0, 'momentum': 27.2, 'flow': 15.0, 'volatility': 48, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,혼합,-12.4,5.0,0.057,0.021,0.14396,0.074489996,246804938752.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -3.4% (반등?)', 'cls': 'neutral'}]","{'mfc': 35, 'wyckoff': 10, 'stochastic': 46.15108426044308, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(30.7)}",N/A,,0,0,False,False
055550.KS,신한지주,"93,900원",93900.0,0.86,31.4,40.1,False,False,False,42.1,Markdown,"{'trend': 45.0, 'momentum': 41.4, 'flow': 21.0, 'volatility': 73, 'structure': 15.0, 'momentum_quality': 31.2, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단,데드크로스 진행,-3.8,0.0,0.09,0.066,,0.5145,,"[{'text': '하락 추세', 'cls': 'negative'}]","{'mfc': 40, 'wyckoff': 10, 'stochastic': 43.92770469650589, 'obv': 25, 'bollinger': 100, 'momentum_quality': 31.2, 'regime_score': 50, 'rr_score': 91.4, 'base_tech': np.float64(36.8)}",N/A,,0,0,False,False
010130.KS,고려아연,"1,374,000원",1374000.0,-3.24,30.3,29.6,True,False,False,32.9,Markdown,"{'trend': 35.0, 'momentum': 29.8, 'flow': 10.0, 'volatility': 38, 'structure': 15.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Avoid / Sell-off,매도 우위 (전면 회피 - 다중지표 약세 컨플루언스 확인),False,하락,하단 이탈,혼합,-12.9,5.0,,0.398,0.10849,0.08934,-1601723039744.0,"[{'text': '하락 추세', 'cls': 'negative'}, {'text': '🔻 갭다운 -3.2% (반등?)', 'cls': 'neutral'}, {'text': '💎 품절주 (Low Float)', 'cls': 'positive'}]","{'mfc': 30, 'wyckoff': 10, 'stochastic': 49.812317055414056, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(29.1)}",N/A,,0,0,False,False
006400.KS,삼성SDI,"587,000원",587000.0,-4.24,29.5,36.7,False,False,False,47.0,Distribution,"{'trend': 40.0, 'momentum': 40.1, 'flow': 39.0, 'volatility': 38, 'structure': 20.0, 'momentum_quality': 0, 'insider': 50.0}",2.0,,0.0,Underweight,매도 우위 (투매 경고 - 강한 하방 압력),False,하락,하단,데드크로스 진행,-9.7,5.0,,0.126,0.13501,-0.04362,,"[{'text': '분산 경고', 'cls': 'negative'}, {'text': '🔻 갭다운 -4.2% (반등?)', 'cls': 'neutral'}]","{'mfc': 37, 'wyckoff': 30, 'stochastic': 42.23582953129114, 'obv': 25, 'bollinger': 100, 'momentum_quality': 0, 'regime_score': 50, 'rr_score': 100, 'base_tech': np.float64(34.3)}",N/A,,0,0,False,False
